artista,musica,tempo,data
Emicida,"Eminência Parda (feat. Dona Onete, Jé Santiago & Papillon)",5229,2021-06-01 17:23:00
Emicida,9nha (feat. Drik Barbosa),64906,2021-06-01 17:23:00
Rincon Sapiência,A Noite É Nossa,2258,2021-06-01 17:23:00
Sabotage,O Gatilho,3397,2021-06-01 17:23:00
Mano Brown,Mulher Elétrica,6681,2021-06-01 17:23:00
Planet Hemp,Dig Dig Dig (Hempa),1420,2021-06-01 17:23:00
Emicida,"Eminência Parda (feat. Dona Onete, Jé Santiago & Papillon)",244186,2021-06-01 17:27:00
Planet Hemp,Dig Dig Dig (Hempa),11752,2021-06-01 17:27:00
Rico Dalasam,Expresso Sudamericah,78137,2021-06-01 17:29:00
Rincon Sapiência,Amor e Calor,2724,2021-06-01 17:29:00
ConeCrewDiretoria,Rainha da pista,2375,2021-06-01 17:29:00
Criolo,Tô Pra Ver,254520,2021-06-01 17:33:00
Emicida,Pequenas Alegrias da Vida Adulta (feat. Marcos Valle e Thiago Ventura),239059,2021-06-01 17:37:00
Trilha Sonora do Gueto,Face Oculta,10897,2021-06-01 17:37:00
Rincon Sapiência,Moça Namoradeira,5956,2021-06-01 17:41:00
Baco Exu do Blues,Esú,248000,2021-06-01 17:41:00
Don L,kelefeeling (verso livre),4685,2021-06-01 17:41:00
Criolo,Sistema Obtuso,4479,2021-06-01 17:42:00
Don L,kelefeeling (verso livre),204923,2021-06-01 17:45:00
Criolo,Sistema Obtuso,199130,2021-06-01 17:48:00
Mano Brown,Gangsta Boogie,201626,2021-06-01 17:52:00
Rincon Sapiência,Arrastão,2387,2021-06-01 17:53:00
Sabotage,País da Fome: Homens Animais,38785,2021-06-01 17:53:00
Flora Matos,ÁGUA DE CÔCO,47787,2021-06-01 17:53:00
Baco Exu do Blues,Ela É Gostosa Pra Caralho,3315,2021-06-01 17:53:00
FBC,Auto Ajuda,170649,2021-06-01 17:56:00
Emicida,"Cananéia, Iguape e Ilha Comprida",14722,2021-06-01 17:56:00
Rincon Sapiência,Andar Com Fé,19803,2021-06-01 17:57:00
Criolo,Convoque Seu Buda,231240,2021-06-01 18:01:00
Baco Exu do Blues,En Tu Mira,162789,2021-06-01 18:03:00
Karol Conká,Dilúvio,3539,2021-06-01 18:04:00
Rincon Sapiência,Cotidiano,1344,2021-06-01 18:04:00
Edi Rock,Um Novo Amanhã,17899,2021-06-01 18:04:00
Emicida,AmarElo (Sample: Sujeito de Sorte - Belchior),320800,2021-06-01 18:09:00
Black Alien,Take Ten,7970,2021-06-01 18:18:00
Rincon Sapiência,Hoje Tem Batuque,2782,2021-06-01 18:18:00
ConeCrewDiretoria,Chama os mulekes,3839,2021-06-01 18:18:00
Nill,Nego Drama Pt. II,56191,2021-06-01 18:18:00
Rincon Sapiência,Malícia,1242,2021-06-01 18:19:00
Baco Exu do Blues,Tardes Que Nunca Acabam,22672,2021-06-01 18:19:00
Sabotage,No Brooklin,2656,2021-06-01 18:19:00
Sabotage,Cocaína,7203,2021-06-01 18:19:00
Rincon Sapiência,Ponta de Lança (Verso Livre),2224,2021-06-01 18:19:00
Rashid,Sobrou Silêncio,2631,2021-06-01 18:19:00
Karol Conká,É o Poder,2967,2021-06-01 18:19:00
Flora Matos,Como Faz - Acústico,4323,2021-06-01 18:19:00
Black Alien,From Hell do Céu,1637,2021-06-01 18:19:00
ConeCrewDiretoria,Calma na alma,5078,2021-06-01 18:19:00
Sabotage,Love Song (A Maior Dor de um Homem),5188,2021-06-01 18:20:00
Akira Presidente,Sem Colete,14491,2021-06-01 18:20:00
Rincon Sapiência,Onda Sabor e Cor,2479,2021-06-01 18:20:00
Flora Matos,"Pretin (Verão, Pt. 1)",5585,2021-06-01 18:20:00
Criolo,Cartão de Visita,7674,2021-06-01 18:20:00
Black Alien,Real Gold,2728,2021-06-01 18:20:00
Rincon Sapiência,Amores às Escuras,3693,2021-06-01 18:20:00
Akira Presidente,Double Cup,0,2021-06-01 18:20:00
Drik Barbosa,Quem Tem Joga,2801,2021-06-01 18:20:00
Rincon Sapiência,Tem Que Tá Veno (Verso Livre),0,2021-06-01 18:20:00
Sabotage,Cantando pro Santo,40523,2021-06-01 18:21:00
Flora Matos,Perdendo o Juízo,3891,2021-06-01 18:21:00
Criolo,Fermento Pra Massa,19030,2021-06-01 18:22:00
Planet Hemp,Legalize Já - Versão 2017,2351,2021-06-01 18:22:00
Rincon Sapiência,Linhas de Soco,251726,2021-06-01 18:26:00
Emicida,"Trevo, Figuinha e Suor na Camisa",8597,2021-06-01 18:26:00
Sabotage,Mun Rá,6564,2021-06-01 18:26:00
Baco Exu do Blues,Sinfonia do Adeus,184000,2021-06-01 18:29:00
Black Alien,Perícia Na Delícia,12787,2021-06-01 18:30:00
Rincon Sapiência,Transporte Público (Remistura),217852,2021-06-01 18:33:00
Don L,"Morra Bem, Viva Rápido",259964,2021-06-01 18:37:00
Planet Hemp,Contexto,225293,2021-06-01 18:41:00
Flora Matos,TOCA DISCOS,1342,2021-06-01 18:42:00
Nill,Control,7140,2021-06-01 18:42:00
Nill,Control,2271,2021-06-01 18:42:00
Criolo,Fellini,20968,2021-06-01 18:42:00
Baco Exu do Blues,BB King,2713,2021-06-01 18:42:00
Black Alien,Na Segunda Vinda,2271,2021-06-01 18:42:00
SNJ,Pensamentos,2213,2021-06-01 18:42:00
Síntese,Se Escute,10238,2021-06-01 18:42:00
Rincon Sapiência,A Volta pra Casa,1335,2021-06-01 18:42:00
Rincon Sapiência,Estilo Maloca,1012,2021-06-01 18:42:00
Rincon Sapiência,Estilo Maloca,7731,2021-06-01 18:42:00
Don L,Aquela Fé,2089,2021-06-01 18:42:00
Sabotage,Rap É Compromisso,1938,2021-06-01 18:43:00
Don L,Eu Não Te Amo,3887,2021-06-01 18:43:00
Black Alien,Área 51,1445,2021-06-01 18:43:00
Rincon Sapiência,Neguin Di Kebra Pt 2 - Ao Vivo,2442,2021-06-01 18:43:00
Rincon Sapiência,Não Sei Pra Onde,5691,2021-06-01 18:43:00
Nill,Minha Mulher Acha Que Eu Sou o Brad Pitt,7822,2021-06-01 18:43:00
ConeCrewDiretoria,Chefe de Quadrilha,6019,2021-06-01 18:43:00
Don L,Beira de Piscina (Remix),6339,2021-06-01 18:43:00
Black Alien,Vai Baby,5410,2021-06-01 18:43:00
Emicida,Triunfo (A Rua É Nóiz),8536,2021-06-01 18:43:00
Rincon Sapiência,Ostentação à Pobreza,3972,2021-06-01 18:44:00
Rincon Sapiência,Malícia,1226,2021-06-01 18:44:00
Criolo,Pé de Breque,6262,2021-06-01 18:44:00
Sabotage,Respeito É Lei,14762,2021-06-01 18:44:00
Baco Exu do Blues,Te Amo Disgraça,1657,2021-06-01 18:44:00
Black Alien,Au Revoir,56384,2021-06-01 18:45:00
Sabotage,Respeito É pra Quem Tem,1994,2021-06-01 18:45:00
Rincon Sapiência,Sinfonia da Revolução,2430,2021-06-01 18:45:00
Trilha Sonora do Gueto,Vida Loka Também Ama,3500,2021-06-01 18:45:00
Karol Conká,Bate a Poeira Parte II,3746,2021-06-01 18:45:00
Criolo,Espiral de Ilusão,220800,2021-06-01 18:49:00
Planet Hemp,Queimando Tudo,172573,2021-06-01 18:52:00
Baco Exu do Blues,Última Noite,76296,2021-06-01 18:53:00
Sabotage,Um Bom Lugar,23536,2021-06-01 18:53:00
Doja Cat,Kiss Me More (feat. SZA),6725,2021-06-03 13:49:00
Lupillo Rivera,Grandes Ligas,12428,2021-06-03 13:49:00
Lil Nas X,MONTERO (Call Me By Your Name),2242,2021-06-03 13:50:00
Lil Nas X,MONTERO (Call Me By Your Name),0,2021-06-03 13:50:00
Olivia Rodrigo,good 4 u,2736,2021-06-03 13:50:00
Olivia Rodrigo,good 4 u,3347,2021-06-03 13:50:00
BTS,Butter,6038,2021-06-03 13:50:00
Joel Corry,BED,20183,2021-06-03 13:51:00
Racionais MC's,Da Ponte pra Cá,3243,2021-06-03 13:52:00
FBC,17 Anos,215118,2021-06-03 13:55:00
Emicida,AmarElo (Sample: Sujeito de Sorte - Belchior),320800,2021-06-03 14:00:00
KayBlack,A Cunhada,1006,2021-06-03 14:02:00
Baco Exu do Blues,Te Amo Disgraça,116710,2021-06-03 14:02:00
Don L,Eu Não Te Amo,1054,2021-06-03 14:03:00
Emicida,A Ordem Natural das Coisas (feat. Mc Tha),2519,2021-06-03 14:03:00
L7NNON,Freio da Blazer,1501,2021-06-03 14:03:00
Froid,Flow de Lázaro,2132,2021-06-03 14:03:00
Rincon Sapiência,Ponta de Lança (Verso Livre),1931,2021-06-03 14:03:00
Gaab,Tem Café,1701,2021-06-03 14:03:00
Mc Livinho,Pilantragem,1679,2021-06-03 14:03:00
Teto,Paypal,1241,2021-06-03 14:03:00
Bruxo 021,762,2107,2021-06-03 14:03:00
Mc Poze do Rodo,Vida Louca,2799,2021-06-03 14:03:00
A Banca 021,Libra,9586,2021-06-03 14:06:00
FBC,Auto Ajuda,170649,2021-06-03 14:06:00
Baco Exu do Blues,Sinfonia do Adeus,11692,2021-06-03 14:06:00
Um Barril de Rap,Carteira de Habilitação,7676,2021-06-03 14:06:00
KayBlack,Vivências,2123,2021-06-03 14:07:00
Don L,Depois das Três,3303,2021-06-03 14:07:00
Matuê,Máquina do Tempo,1293,2021-06-03 14:07:00
Yunk Vino,30 Dias,12326,2021-06-03 14:07:00
Orochi,Fiquei Rico Cedo,1272,2021-06-03 14:07:00
FBC,Superstar,125794,2021-06-03 14:09:00
Nill,Nego Drama Pt. II,92823,2021-06-03 14:10:00
Djonga,JUNHO DE 94,8139,2021-06-03 14:11:00
MC Kevin o Chris,Tipo Gin - Ao Vivo,2153,2021-06-03 14:11:00
Planet Hemp,Mantenha o Respeito,786,2021-06-03 14:11:00
Baco Exu do Blues,999,1591,2021-06-03 14:11:00
BK,Almas,3417,2021-06-03 14:11:00
FBC,Frank & Tikão,1431,2021-06-03 14:11:00
Vulgo FK,Desce Aí (Flow Drake),13081,2021-06-03 14:11:00
Rincon Sapiência,Cotidiano,1263,2021-06-03 14:11:00
Emicida,Ooorra - Ao Vivo,815,2021-06-03 14:11:00
Teto,M4,888,2021-06-03 14:11:00
Don L,kelefeeling (verso livre),1612,2021-06-03 14:11:00
Aka Rasta,Et,1643,2021-06-03 14:11:00
Emicida,Baiana,1441,2021-06-03 14:11:00
Sest,Suíte 14 (feat. Djonga),456,2021-06-03 14:11:00
Baco Exu do Blues,Esú,248000,2021-06-03 14:15:00
Marcelo D2,Pode Acreditar (Meu Laiá Laiá),181858,2021-06-03 14:19:00
FBC,$ENHOR,254350,2021-06-03 14:23:00
Sabotage,Um Bom Lugar,1915,2021-06-03 14:23:00
KayBlack,Fio a Fio,12109,2021-06-03 14:23:00
Dj Guuga,"Volta Bebê, Volta Neném",2150,2021-06-03 14:23:00
Salvador Da Rima,Vergonha pra Midia,1088,2021-06-03 14:23:00
Jean Tassy,Hoje à Noite,11442,2021-06-03 14:23:00
Elenko Week,Hit Periférico #1,4082,2021-06-03 14:23:00
FBC,THC,2125,2021-06-03 14:24:00
Criolo,Espiral de Ilusão,2562,2021-06-03 14:24:00
Mc Poze do Rodo,Vida Louca,19657,2021-06-03 14:26:00
Renan Inquérito,Tristeza,178786,2021-06-03 14:29:00
Renan Inquérito,Versos Vegetarianos,212426,2021-06-03 14:33:00
Renan Inquérito,Sonhos,202626,2021-06-03 14:36:00
Renan Inquérito,Cidade Sem Cor,218480,2021-06-03 14:40:00
Renan Inquérito,Rosa do Morro,1098,2021-06-03 14:42:00
Renan Inquérito,18K de Sorriso,135251,2021-06-03 14:42:00
Renan Inquérito,Alma Lavada,22069,2021-06-03 14:42:00
Renan Inquérito,Mister M,171466,2021-06-03 14:45:00
Renan Inquérito,Meu Super Herói,267253,2021-06-03 14:50:00
Renan Inquérito,Som pra Ladrão,214106,2021-06-03 14:53:00
Renan Inquérito,Nego Negô,58691,2021-06-03 14:54:00
The Weeknd,Blinding Lights,200040,2021-06-03 14:58:00
Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),4464,2021-06-03 14:58:00
The Weeknd,Save Your Tears,18823,2021-06-03 14:58:00
Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),1146,2021-06-03 14:59:00
Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),105190,2021-06-03 15:00:00
Djonga,Xapralá,3555,2021-06-03 19:27:00
Sant,OPRES,0,2021-06-03 19:27:00
Sant,OPRES,2242,2021-06-03 19:27:00
Rashid,E Se,273320,2021-06-03 19:31:00
Febem,CRIME,188330,2021-06-03 19:35:00
FBC,Auto Ajuda,170649,2021-06-03 19:37:00
BK,Castelos & Ruínas,249490,2021-06-03 19:42:00
Rincon Sapiência,Cotidiano,172727,2021-06-03 19:44:00
Froid,Flow de Lázaro,157846,2021-06-03 19:47:00
Racionais MC's,"Vida Loka, Pt. 1",303560,2021-06-03 19:52:00
JAY-Z,No Church In The Wild,272506,2021-06-03 19:57:00
Sant,Entre Becos e Vielas,173333,2021-06-03 20:00:00
Filipe Ret,Invicto,56477,2021-06-03 20:01:00
Rappin' Hood,Us Guerreiro,1328,2021-06-03 20:01:00
ConeCrewDiretoria,Chama os mulekes,1106,2021-06-03 20:01:00
Felp 22,157,9843,2021-06-03 20:01:00
Febem,MÉXICO,4197,2021-06-03 20:01:00
FBC,MONEY MANIN,1647,2021-06-03 20:01:00
Emicida,Triunfo (A Rua É Nóiz),209373,2021-06-03 20:04:00
MV Bill,Estilo Vagabundo 3,48646,2021-06-03 20:05:00
Mc Marechal,Primeiro de Abril,249289,2021-06-03 20:09:00
Eloy Polemico,Ouro de Tolo,254214,2021-06-03 20:14:00
Filipe Ret,Asfalto do Catete,88305,2021-06-03 20:15:00
Rashid,Diário de Bordo 6,265763,2021-06-03 20:20:00
MV Bill,Estilo Vagabundo,4238,2021-06-03 20:20:00
RZO,"Pirituba, Pt. 1",33772,2021-06-03 20:20:00
Black Alien,Chuck Berry,170627,2021-06-03 20:23:00
BK,Mudando o Jogo,157270,2021-06-03 20:26:00
Makalister,Poetas no Topo 1,398478,2021-06-03 20:32:00
FBC,leve 3,20191,2021-06-03 20:37:00
Sabotage,Mun Rá,275373,2021-06-03 20:37:00
ConeCrewDiretoria,Homenagem à liberdade,3627,2021-06-03 20:38:00
Dropallien,Alotrópico,14543,2021-06-03 20:38:00
PAPATRACKS,Jogando pra Tropa (Papatracks #5),1796,2021-06-03 20:38:00
PAPATRACKS,Jogando pra Tropa (Papatracks #5),145719,2021-06-03 20:41:00
PAPATRACKS,Jogando pra Tropa (Papatracks #5),2739,2021-06-08 14:07:00
Kamau,Só,201280,2021-06-08 14:11:00
Djonga,Ó Quem Chega,222219,2021-06-08 14:14:00
Renan Inquérito,Versos Vegetarianos,212426,2021-06-08 14:18:00
Dropallien,Alotrópico,37239,2021-06-08 14:19:00
FBC,Auto Ajuda,170649,2021-06-08 14:21:00
Kawe,Brilho,19293,2021-06-08 14:22:00
Racionais MC's,"Vida Loka, Pt. 1",1412,2021-06-08 14:22:00
Sabotage,Um Bom Lugar,316,2021-06-08 14:22:00
ConeCrewDiretoria,Chama os mulekes,2401,2021-06-08 14:22:00
JAY-Z,No Church In The Wild,6360,2021-06-08 14:22:00
Febem,OG,22897,2021-06-08 14:22:00
Emicida,"Eminência Parda (feat. Dona Onete, Jé Santiago & Papillon)",242439,2021-06-08 14:26:00
FBC,17 Anos,1057,2021-06-08 14:30:00
Lil Nas X,HOLIDAY,10808,2021-06-08 14:30:00
Djonga,BENÇA,224255,2021-06-08 14:30:00
Filipe Ret,Invicto,663,2021-06-08 14:32:00
Costa Gold,A Praia,2263,2021-06-08 14:32:00
Facção Central,A Minha Voz Está no Ar,4960,2021-06-08 14:32:00
MV Bill,Soldado do Morro,305,2021-06-08 14:32:00
Rashid,E Se,20325,2021-06-08 14:33:00
Febem,ME PAGA (feat. Djonga),493,2021-06-08 14:33:00
Criolo,Boca de Lobo,6325,2021-06-08 14:33:00
Rincon Sapiência,Me Nota,3713,2021-06-08 14:33:00
Emicida,Triunfo (A Rua É Nóiz),4776,2021-06-08 14:33:00
Rashid,Diário de Bordo 6,265763,2021-06-08 14:37:00
BK,Top Boys,1728,2021-06-08 14:38:00
Rincon Sapiência,Linhas de Soco,251,2021-06-08 14:38:00
Planet Hemp,Contexto,1363,2021-06-08 14:38:00
Sant,OPRES,1203,2021-06-08 14:38:00
UCLÃ,Gatinha,1388,2021-06-08 14:38:00
ConeCrewDiretoria,Chama os mulekes,1335,2021-06-08 14:38:00
Mc Marechal,Primeiro de Abril,21089,2021-06-08 14:38:00
Black Alien,Chuck Berry,617,2021-06-08 14:38:00
Rincon Sapiência,Linhas de Soco,251726,2021-06-08 14:42:00
Sant,OPRES,234960,2021-06-08 14:46:00
Dalsin,Black Tie,238363,2021-06-08 14:50:00
Eloy Polemico,Ouro de Tolo,254214,2021-06-08 14:54:00
Edi Rock,That's My Way,339773,2021-06-08 15:00:00
Criolo,Lion Man,205440,2021-06-08 15:03:00
Emicida,"Eminência Parda (feat. Dona Onete, Jé Santiago & Papillon)",1557,2021-06-08 15:04:00
RZO,Rolê na Vila,32485,2021-06-08 15:04:00
Lívia Cruz,Marginais Livres,175608,2021-06-08 15:07:00
Ber,Dez a Dez,284000,2021-06-08 15:12:00
Pentagono,O Q?,252480,2021-06-08 15:16:00
Rashid,E Se,273320,2021-06-08 15:20:00
Emicida,Baiana,60002,2021-06-08 15:21:00
Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",84902,2021-06-09 16:13:00
The Weeknd,Blinding Lights,200040,2021-06-09 16:17:00
The Weeknd,Save Your Tears,31126,2021-06-09 16:17:00
Emicida,AmarElo (Sample: Sujeito de Sorte - Belchior),320800,2021-06-09 16:23:00
Criolo,É o Teste,279720,2021-06-09 16:27:00
ÀTTØØXXÁ,Faz a Egypsia (ARE BABA),87328,2021-06-09 16:40:00
Racionais MC's,"Vida Loka, Pt. 1",3391,2021-06-12 19:10:00
Renan Inquérito,Cidade Sem Cor,4251,2021-06-12 19:10:00
RZO,"Pirituba, Pt. 2",1400,2021-06-12 19:10:00
509-E,Mile Dias,2133,2021-06-12 19:11:00
Black Alien,Chuck Berry,170627,2021-06-12 19:13:00
BK,Castelos & Ruínas,249490,2021-06-12 19:18:00
FBC,Auto Ajuda,170649,2021-06-12 19:21:00
MV Bill,Nóiz Mermo,271023,2021-06-12 19:25:00
Sant,OPRES,234960,2021-06-12 19:29:00
Rashid,E Se,214380,2021-06-12 19:33:00
Emicida,"Eminência Parda (feat. Dona Onete, Jé Santiago & Papillon)",2295,2021-06-12 19:36:00
Baco Exu do Blues,Esú,179910,2021-06-12 19:36:00
Renan Inquérito,Tristeza,172314,2021-06-12 19:38:00
Rincon Sapiência,Cotidiano,172727,2021-06-12 19:41:00
Eloy Polemico,Ouro de Tolo,1513,2021-06-12 19:48:00
Racionais MC's,Da Ponte pra Cá,405642,2021-06-12 19:48:00
Sabotage,Rap É Compromisso,57774,2021-06-12 19:49:00
Filipe Ret,Asfalto do Catete,88305,2021-06-12 19:51:00
Froid,Flow de Lázaro,157846,2021-06-12 19:53:00
Ndee Naldinho,O 5° Vigia,18870,2021-06-12 19:57:00
Kamau,Só,201280,2021-06-12 19:57:00
Snoop Dogg,Drop It Like It's Hot,266066,2021-06-12 20:01:00
Baco Exu do Blues,En Tu Mira,162789,2021-06-12 20:04:00
Baco Exu do Blues,En Tu Mira,5265,2021-06-12 20:07:00
Renan Inquérito,Versos Vegetarianos,190665,2021-06-12 20:07:00
Renan Inquérito,Versos Vegetarianos,212426,2021-06-12 20:11:00
Emicida,Triunfo (A Rua É Nóiz),209373,2021-06-12 20:14:00
Don L,Depois das Três,184412,2021-06-12 20:18:00
Sant,Entre Becos e Vielas,173333,2021-06-12 20:20:00
Racionais MC's,Mil Faces de um Homem Leal (Marighella),299722,2021-06-15 20:04:00
BK,Top Boys,1364,2021-06-15 20:05:00
Renan Inquérito,Som pra Ladrão,5787,2021-06-15 20:05:00
FBC,Ela É Green,3654,2021-06-15 20:05:00
Baco Exu do Blues,999,1227,2021-06-15 20:05:00
Sant,Ensaio Sobre a Lucidez,2635,2021-06-15 20:05:00
Racionais MC's,Jesus Chorou,27992,2021-06-15 20:05:00
JAY-Z,No Church In The Wild,1736,2021-06-15 20:05:00
Emicida,Ooorra - Ao Vivo,1447,2021-06-15 20:05:00
MV Bill,Estilo Vagabundo 3,2219,2021-06-15 20:05:00
Rincon Sapiência,Transporte Público (Remistura),1547,2021-06-15 20:05:00
Don L,Beira de Piscina (Remix),3633,2021-06-15 20:05:00
Black Alien,Aniversário de Sobriedade,1488,2021-06-15 20:05:00
Criolo,Sistema Obtuso,199130,2021-06-15 20:09:00
Froid,Flow de Lázaro,157846,2021-06-15 20:12:00
Filipe Ret,Reús,18802,2021-06-15 20:12:00
Kamau,Só,201280,2021-06-15 20:15:00
Don L,Eu Não Te Amo,291243,2021-06-15 20:20:00
Rashid,Diário de Bordo 6,265763,2021-06-15 20:25:00
FBC,Auto Ajuda,170649,2021-06-15 20:28:00
Febem,MÉXICO,165408,2021-06-15 20:31:00
Kant,Role Play,225007,2021-06-15 20:35:00
Eloy Polemico,Ouro de Tolo,125222,2021-06-15 20:37:00
Don L,Depois das Três,20665,2021-06-16 15:09:00
Don L,Depois das Três,2782,2021-06-16 15:09:00
MV Bill,Nóiz Mermo,9753,2021-06-16 15:09:00
Renan Inquérito,Tristeza,2759,2021-06-16 15:09:00
MV Bill,Nóiz Mermo,271023,2021-06-16 15:14:00
Renan Inquérito,Tristeza,178786,2021-06-16 15:17:00
FBC,Auto Ajuda,170649,2021-06-16 15:20:00
Sant,OPRES,207300,2021-06-16 15:23:00
Baco Exu do Blues,En Tu Mira,1613,2021-06-16 15:23:00
Froid,Flow de Lázaro,957,2021-06-16 15:23:00
Rincon Sapiência,Cotidiano,384,2021-06-16 15:23:00
BK,Castelos & Ruínas,1718,2021-06-16 15:23:00
Emicida,Triunfo (A Rua É Nóiz),0,2021-06-16 15:23:00
Emicida,Levanta e Anda,1908,2021-06-16 15:24:00
Filipe Ret,Jamais Serão,1658,2021-06-16 15:24:00
Snoop Dogg,Drop It Like It's Hot,0,2021-06-16 15:24:00
Snoop Dogg,Drop It Like It's Hot,1881,2021-06-16 15:24:00
Kawe,Iluminado,1554,2021-06-16 15:24:00
Racionais MC's,"Vida Loka, Pt. 1",2320,2021-06-16 15:24:00
Haikaiss,Supersticiosa,2497,2021-06-16 15:24:00
Filipe Ret,Asfalto do Catete,1746,2021-06-16 15:24:00
Pedro Lotto,Do Lixo ao Luxo,2840,2021-06-16 15:24:00
Eloy Polemico,Ouro de Tolo,0,2021-06-16 15:24:00
Kant,Inferno de Kant,1701,2021-06-16 15:24:00
Renan Inquérito,Versos Vegetarianos,204,2021-06-16 15:24:00
Renan Inquérito,Versos Vegetarianos,623,2021-06-16 15:24:00
Don L,"Morra Bem, Viva Rápido",100,2021-06-16 15:24:00
BK,Mudando o Jogo,1621,2021-06-16 15:24:00
Febem,CRIME,2341,2021-06-16 15:24:00
BK,Castelos & Ruínas,959,2021-06-16 15:24:00
Dexter,Eu Sô Função,1660,2021-06-16 15:24:00
Kayuá,Celebrar,661,2021-06-16 15:24:00
Emicida,Triunfo (A Rua É Nóiz),3274,2021-06-16 15:24:00
Djonga,BENÇA,2842,2021-06-16 15:24:00
Kamau,Só,710,2021-06-16 15:25:00
Rashid,E Se,0,2021-06-16 15:25:00
Cacife Clandestino,Fuga,13923,2021-06-16 15:25:00
Froid,Negro É Foda,5397,2021-06-16 15:25:00
Somos Nós A Justiça,Se Tu Lutas Tu Conquistas,5993,2021-06-16 15:25:00
Renan Inquérito,Meu Super Herói,1185,2021-06-16 15:25:00
Sest,Suíte 14 (feat. Djonga),6096,2021-06-16 15:25:00
Sant,Ensaio Sobre a Lucidez,141935,2021-06-16 15:27:00
Criolo,Sistema Obtuso,199130,2021-06-16 15:31:00
Rincon Sapiência,Transporte Público (Remistura),36321,2021-06-16 15:31:00
Dropallien,Alotrópico,3902,2021-06-16 15:34:00
Tribo da Periferia,Cegonha,1209,2021-06-16 15:34:00
Black Alien,Aniversário de Sobriedade,164902,2021-06-16 15:34:00
Murica,Coral e Cascavel,133400,2021-06-16 15:36:00
Djonga,LADRÃO,1051,2021-06-16 15:37:00
Sain,Hoodfellas,34075,2021-06-16 15:37:00
Racionais MC's,A Vítima,1043,2021-06-16 15:37:00
509-E,Uh Barato É Louco,1567,2021-06-16 15:53:00
Sant,OPRES,234960,2021-06-16 22:15:00
Baco Exu do Blues,En Tu Mira,162789,2021-06-16 22:17:00
Froid,Flow de Lázaro,157846,2021-06-16 22:20:00
Rincon Sapiência,Cotidiano,172727,2021-06-16 22:23:00
Emicida,Triunfo (A Rua É Nóiz),209373,2021-06-16 22:26:00
BK,Castelos & Ruínas,249490,2021-06-16 22:30:00
Kawe,Iluminado,200625,2021-06-16 22:34:00
Filipe Ret,Jamais Serão,243716,2021-06-16 22:38:00
Kayuá,Celebrar,240000,2021-06-16 22:42:00
Febem,CRIME,188330,2021-06-16 22:45:00
Don L,"Morra Bem, Viva Rápido",259964,2021-06-16 22:49:00
Racionais MC's,"Vida Loka, Pt. 1",303560,2021-06-16 22:54:00
Djonga,BENÇA,224255,2021-06-16 22:58:00
Haikaiss,Supersticiosa,47772,2021-06-16 22:59:00
Pedro Lotto,Do Lixo ao Luxo,5215,2021-06-16 22:59:00
Snoop Dogg,Drop It Like It's Hot,30001,2021-06-16 23:03:00
Renan Inquérito,Versos Vegetarianos,212426,2021-06-16 23:03:00
Snoop Dogg,Drop It Like It's Hot,5255,2021-06-16 23:07:00
Eloy Polemico,Ouro de Tolo,2456,2021-06-16 23:07:00
BK,Mudando o Jogo,157270,2021-06-16 23:09:00
Dexter,Eu Sô Função,9100,2021-06-16 23:10:00
MC Zaquin,Não Nasceu pra Namorar,6228,2021-06-18 14:56:00
MC Zaquin,Não Nasceu pra Namorar,62460,2021-06-18 14:57:00
Mc Davi,Bipolar,70483,2021-06-18 14:58:00
Rincon Sapiência,Afro Rep,5080,2021-06-20 19:40:00
Don L,kelefeeling (verso livre),204923,2021-06-20 19:43:00
Sant,Ensaio Sobre a Lucidez,141935,2021-06-20 19:45:00
Baco Exu do Blues,Humanos Não Matam Deuses,135111,2021-06-20 19:48:00
Renan Inquérito,Mister M,171466,2021-06-20 19:50:00
BK,Top Boys,3242,2021-06-20 19:51:00
Filipe Ret,Invicto,1867,2021-06-20 19:51:00
FBC,Auto Ajuda,0,2021-06-20 19:51:00
MV Bill,O Soldado Que Fica,16643,2021-06-20 19:51:00
Costa Gold,Ciclone,715,2021-06-20 19:51:00
ADL,Favela Vive,3500,2021-06-20 19:51:00
Black Alien,Chuck Berry,14037,2021-06-20 19:51:00
Don L,Eu Não Te Amo,2852,2021-06-20 19:57:00
Kawe,Brilho,3256,2021-06-20 19:57:00
MV Bill,Nóiz Mermo,0,2021-06-20 19:57:00
Kant,Role Play,201,2021-06-20 19:57:00
Filipe Ret,Neurótico de Guerra,3448,2021-06-20 19:57:00
Murica,Coral e Cascavel,1657,2021-06-20 19:57:00
Sant,Entre Becos e Vielas,0,2021-06-20 19:57:00
FBC,se brotar,836,2021-06-20 19:57:00
Rincon Sapiência,Cotidiano,0,2021-06-20 19:57:00
Renan Inquérito,Versos Vegetarianos,525,2021-06-20 19:57:00
ADL,Favela Vive,330527,2021-06-20 19:57:00
BK,Castelos & Ruínas,765,2021-06-20 19:57:00
Black Alien,Chuck Berry,2418,2021-06-20 19:57:00
ConeCrewDiretoria,"Rap, Cerva, Erva e Muita Larica",1867,2021-06-20 19:58:00
ADL,Favela Vive 4,4146,2021-06-20 19:58:00
